12280783-4f77-4f59-92e6-7bc6193c2037,oncology,2019-07-09 03:58:47,Miami Health Institute,network
6d03c63b-6b05-4853-8ccf-12315f18fbef,pulmonology,2019-07-23 01:40:23,New York University Hospital,network
88056dc0-f62b-41c4-b95e-fe87d08739aa,oncology,2019-07-01 10:14:06,New York University Hospital,network
ed8d9adb-3352-45d9-ad13-07742b44e85f,oncology,2019-07-22 15:57:37,Lisbon University Hospital,community
5256627b-41e4-4ce3-9c79-b5775e92b315,oncology,2019-07-20 10:01:34,Lisbon University Hospital,community
21b08773-0f8a-438a-9a61-47685e6ea350,pulmonology,2019-07-31 03:42:34,Lisbon University Hospital,community
81cb78da-b4b9-4c06-a02c-140da968baa2,infectious diseases,2019-07-18 19:54:56,New York University Hospital,network
cf0ee096-79c4-4f25-9b78-53f6c699c446,pulmonology,2019-07-13 12:46:03,CHU Bordeaux,academic
b333cc54-84a7-4a7b-b55f-1af681c726dd,oncology,2019-07-06 23:02:18,Lyon Medical Center,network
54f39f0f-ffe2-4e88-9d08-ede843f866ae,oncology,2019-07-05 03:01:25,Lyon Medical Center,network
eb4a621d-eda1-476b-8418-43af755a1f91,infectious diseases,2019-07-09 02:47:02,Lyon Medical Center,network
531f8a14-bd5f-48cf-80eb-175d98c7141c,infectious diseases,2019-07-16 06:13:21,Miami Health Institute,network
0e30200b-ff97-40bc-ad20-4cc98c4cbe7d,infectious diseases,2019-07-16 15:00:48,Miami Health Institute,network
56d6bef0-c285-45cb-81f2-486b49e18056,pulmonology,2019-07-14 09:42:10,Miami Health Institute,network
c3da916f-9439-4b63-a4f1-aa6b8b1eeda5,pulmonology,2019-07-02 10:35:35,Miami Health Institute,network
6a36518d-30d6-4646-8ca9-1dca55afd750,oncology,2019-07-17 19:28:56,Miami Health Institute,network
2fc90e88-a93d-4faa-9151-73d1e8e2611f,pulmonology,2019-07-15 09:03:29,CHU Bordeaux,academic
8bb829ed-602e-4363-8fd3-0dff926ddabe,oncology,2019-07-14 13:41:38,New York University Hospital,network
0129f1c3-7e1e-44a0-92ee-f95eefe99d48,pulmonology,2019-07-12 02:51:59,Lyon Medical Center,network
bbb79ecc-76d4-4a21-b60a-721d0a9f7002,infectious diseases,2019-07-07 08:20:16,Lisbon University Hospital,community
39fda71a-fa90-4443-b361-0ec1d253a2cf,infectious diseases,2019-07-07 20:41:59,Lyon Medical Center,network
c2db6678-fedb-40fe-96fe-53eb78e8cb38,oncology,2019-07-10 15:34:57,Lyon Medical Center,network
2b6be31a-4287-4d1c-a1da-00b593daa4cd,oncology,2019-07-29 13:08:02,CHU Bordeaux,academic
cfeacdcf-3304-4fd6-a339-3fe224557372,pulmonology,2019-07-11 05:06:21,Lyon Medical Center,network
f53c8468-0a21-4d57-aed4-b217f9c8448c,oncology,2019-07-13 21:36:02,Miami Health Institute,network
8ea16a68-8025-4bc5-833d-d4797da0212a,oncology,2019-07-15 00:00:29,Lisbon University Hospital,community
a24a6e2a-91f0-4e79-b4c3-5f7e1aacebac,oncology,2019-07-12 03:50:28,CHU Bordeaux,academic
331342dc-00b0-4907-96cb-98e2f66303c7,oncology,2019-07-18 05:41:12,New York University Hospital,network
f8a2dee5-a2e0-4c96-971c-6ab354de0663,infectious diseases,2019-07-26 21:43:38,Lisbon University Hospital,community
8348bf27-3b1f-42c8-9626-db24d303977d,infectious diseases,2019-07-11 16:10:00,Lisbon University Hospital,community
aa404d77-a344-4275-9aa3-692bcd3b552d,infectious diseases,2019-07-12 07:22:45,Miami Health Institute,network
66a1a4c4-049c-4818-a8d2-1b1f436450ae,pulmonology,2019-07-29 21:38:39,Miami Health Institute,network
940df996-62a0-4a49-96e9-9349a85fb93e,infectious diseases,2019-07-21 22:21:44,New York University Hospital,network
b335ecca-6783-4c85-ae78-d6aa8c3091d3,pulmonology,2019-07-14 18:13:23,CHU Bordeaux,academic
9c6b5ab4-8614-4de9-b40a-65dfd394c8aa,oncology,2019-07-19 13:07:41,New York University Hospital,network
ca5d5aef-f80b-4c4f-be47-ff3a9e279915,infectious diseases,2019-07-01 14:26:17,CHU Bordeaux,academic
435b9e7a-bf82-4f9d-8c88-4a83cc863e84,oncology,2019-07-22 17:24:26,Lisbon University Hospital,community
ba614062-322e-438c-a087-8ac558de9913,oncology,2019-07-29 10:34:29,New York University Hospital,network
e6640d68-411d-41d2-86d4-e2018032ae01,infectious diseases,2019-07-01 04:16:17,New York University Hospital,network
283a763a-c79f-40f2-b413-d384e8ad5828,infectious diseases,2019-07-17 22:37:07,New York University Hospital,network
b0de0b9d-acdc-4641-8214-4571be724c0e,oncology,2019-07-10 06:15:11,CHU Bordeaux,academic
939ff13d-a997-4737-99e8-6de5fab3ac97,oncology,2019-07-27 00:54:18,CHU Bordeaux,academic
708b7831-c041-475e-9e4d-3096bc2f0b10,infectious diseases,2019-07-26 13:08:33,Miami Health Institute,network
cac888c6-e309-49b9-9128-e67ee1d2db30,oncology,2019-07-18 22:47:37,Lisbon University Hospital,community
04415ac5-2538-41a1-a107-6428f93beb7f,oncology,2019-07-10 20:28:22,Lyon Medical Center,network
10c1a5cb-aec3-4400-8b62-c4af0c5ba4e9,infectious diseases,2019-07-17 05:09:20,CHU Bordeaux,academic
31e31f59-14a9-48d1-8a26-4f6448e22699,pulmonology,2019-07-26 17:13:47,New York University Hospital,network
cbefb7be-d26f-4b17-a915-1442b842a2f3,infectious diseases,2019-07-18 17:51:39,New York University Hospital,network
54892f6d-e153-4fe6-9742-62638ea3ad42,pulmonology,2019-07-02 09:21:39,CHU Bordeaux,academic
b57e8abe-3c57-48ec-a1d8-32cbc0021ca4,pulmonology,2019-07-23 12:26:47,Lisbon University Hospital,community
557c97fa-da4b-49e2-a912-34dea0d964d8,oncology,2019-07-02 16:09:17,Lyon Medical Center,network
5e86cd7f-3763-42de-a8cc-4ecf148ce4db,infectious diseases,2019-07-22 00:36:39,New York University Hospital,network
e404f8c9-4535-46ff-96e7-56e524fa9785,oncology,2019-07-28 07:19:00,Lisbon University Hospital,community
3657e73a-5dd9-471b-ae03-07d7d2881beb,oncology,2019-07-26 21:40:57,Miami Health Institute,network
511db0d1-36b4-422e-9a12-84c450597a8b,infectious diseases,2019-07-29 04:32:14,Lisbon University Hospital,community
154d9cc6-5ba3-4701-9768-f327cf800c56,infectious diseases,2019-07-20 23:50:54,New York University Hospital,network
1517a603-6ef6-43a9-b8b5-338d742982d0,pulmonology,2019-07-24 20:33:22,Lisbon University Hospital,community
cf691653-01ef-4067-b6e1-4820c20f6962,infectious diseases,2019-07-15 06:14:09,Lisbon University Hospital,community
6982b87e-d473-44a2-a9b1-644de94135fe,oncology,2019-07-26 03:19:27,New York University Hospital,network
34647c2f-e6c9-4cf5-a970-cca1885bc231,pulmonology,2019-07-08 03:40:27,Lyon Medical Center,network
b331fc83-98fb-491b-a840-10cf9a6d9db4,pulmonology,2019-07-20 07:08:47,CHU Bordeaux,academic
4b966f14-b240-4582-9cb6-444d9ac78343,pulmonology,2019-07-15 04:24:05,Lisbon University Hospital,community
62a8fbde-9a33-43f3-8965-9dbe09eaabb2,pulmonology,2019-07-01 22:19:03,Lisbon University Hospital,community
d448b50c-b2b5-4485-b406-880c2802ca96,oncology,2019-07-27 21:56:25,CHU Bordeaux,academic
4a575a07-9bd8-4341-a9b1-2e86e92c8b88,infectious diseases,2019-07-19 14:49:11,CHU Bordeaux,academic
e3a911ab-44ef-4071-b589-2d088b049b21,infectious diseases,2019-07-27 04:26:28,Lyon Medical Center,network
a237445d-f591-4d3b-a53e-16bbab0f4df0,oncology,2019-07-21 18:12:50,New York University Hospital,network
ce89002d-d66c-4495-83e7-c0d15621f082,infectious diseases,2019-07-26 21:27:20,Lyon Medical Center,network
70467095-c5f1-43fb-98b9-49990a285075,pulmonology,2019-07-27 01:53:12,Lisbon University Hospital,community
cb27fce8-d773-49b5-80d5-8532809de438,infectious diseases,2019-07-02 17:35:04,Lisbon University Hospital,community
d0198e30-95df-4095-b5c1-5a706e82ed53,oncology,2019-07-01 11:27:53,New York University Hospital,network
5e6f8719-3e48-4eef-b2e2-35d0b54d4329,infectious diseases,2019-07-05 10:12:53,Lyon Medical Center,network
6aaf2a04-909b-4353-b87a-ed46940ab1f5,infectious diseases,2019-07-26 12:09:03,New York University Hospital,network
1bf7b9d7-c3f2-44fc-a377-a6599c218661,infectious diseases,2019-07-12 01:47:28,CHU Bordeaux,academic
4c6f74d5-5975-40de-9c0b-c71c1271f4a1,oncology,2019-07-01 02:56:39,Lisbon University Hospital,community
1c89c35f-ad51-499d-a053-20a1a81e5127,pulmonology,2019-07-14 01:07:35,CHU Bordeaux,academic
e9a30243-a115-4eb7-9238-8125508de2c8,oncology,2019-07-15 18:53:31,New York University Hospital,network
e494a682-84a0-4f52-927e-0a222bd0e3ed,infectious diseases,2019-07-11 02:22:06,CHU Bordeaux,academic
32072746-5b4e-4d09-b2fe-cec4c33fc7ec,oncology,2019-07-28 12:24:35,Miami Health Institute,network
6f984cc7-a294-46fa-8df9-4ba8829ad20c,oncology,2019-07-22 00:17:09,CHU Bordeaux,academic
56fc3208-38b1-4790-9e4a-f8b47a9de750,pulmonology,2019-07-22 22:11:11,Lyon Medical Center,network
23610913-3690-408b-addc-8804eefa23ef,pulmonology,2019-07-10 21:05:31,Miami Health Institute,network
decb8d3c-f294-43ad-bf15-d7a2d1d919ff,oncology,2019-07-06 07:58:35,Lyon Medical Center,network
d528c6ed-bf83-4e84-9d5f-dda40f19da72,infectious diseases,2019-07-05 04:50:13,Miami Health Institute,network
64b9e85a-f25a-4642-9a19-3b70c0414a64,infectious diseases,2019-07-08 15:53:49,Miami Health Institute,network
df989ab6-19b9-4345-b882-ccb702ea744c,oncology,2019-07-19 16:57:53,New York University Hospital,network
d47120e6-6371-4bbd-9695-e98101fbcc1a,oncology,2019-07-18 04:43:10,Lisbon University Hospital,community
4d69a2a5-e3c1-44be-80dd-ecdbfee2d2c1,pulmonology,2019-07-08 05:58:07,Lyon Medical Center,network
5903bb22-a309-456f-ba24-a60234cca4ab,pulmonology,2019-07-04 20:28:45,Lisbon University Hospital,community
99b3484b-bbf9-414b-ad26-dc7d18f7c888,pulmonology,2019-07-31 21:48:17,Miami Health Institute,network
e555ef43-06e6-4726-bb74-6b4f85416547,infectious diseases,2019-07-01 22:31:11,CHU Bordeaux,academic
ca21f027-87ee-47e6-8ead-ca82971238be,pulmonology,2019-07-05 03:05:51,Lisbon University Hospital,community
5a3b0e47-765e-470d-864c-426ca0fcef24,infectious diseases,2019-07-03 20:31:55,CHU Bordeaux,academic
f7e9a354-eb3d-4256-b416-363e20f247e6,pulmonology,2019-07-23 17:35:11,New York University Hospital,network
0f00a620-cbc5-463b-9233-0fcab21056ec,pulmonology,2019-07-24 18:50:25,New York University Hospital,network
268c8dd9-b881-43f1-92cd-f49f1c44f02c,oncology,2019-07-07 13:59:53,Lyon Medical Center,network
7498f6f2-19af-494b-9549-6d6507d3e62d,pulmonology,2019-07-16 11:42:28,CHU Bordeaux,academic
c2f9e84e-1aef-459a-9b86-e09278b4896f,infectious diseases,2019-07-31 12:00:24,New York University Hospital,network
6f5ac0a2-a81b-43a8-8ab5-c947b1d7bfd9,infectious diseases,2019-07-04 18:09:25,Lyon Medical Center,network
48305c7c-53b4-4f1f-bdaa-fea6b758991d,oncology,2019-07-06 18:09:05,Lisbon University Hospital,community
6f1c95f5-f85b-4547-ba9f-32ba51d3ea9c,pulmonology,2019-07-11 23:58:56,Lisbon University Hospital,community
8c9386c6-24fb-478d-9f88-e3ce239ab3f3,pulmonology,2019-07-23 12:28:55,Miami Health Institute,network
aabb78d2-45dd-438b-aa8c-8ddfadf80652,oncology,2019-07-04 23:45:39,New York University Hospital,network
d4da5d88-9a86-48b6-a824-650a8e9eec9c,pulmonology,2019-07-23 22:41:16,Miami Health Institute,network
